Starting Simulation...
num_nodes is set 160
channel.cc:sendUp - Calc highestAntennaZ_ and distCST_
highestAntennaZ_ = 1.5,  distCST_ = 250.0
1) 119 receive (0) a RREP MaxSQ=1002, REC=501 ; MOY=1002 accepted 
16) 18 receive (34) a RREP MaxSQ=385, REC=14 ; MOY=24 accepted 
11) 125 receive (29) a RREP MaxSQ=80227, REC=17 ; MOY=7293 accepted 
4) 73 receive (9) a RREP MaxSQ=79, REC=17 ; MOY=19 accepted 
2) 3 receive (37) a RREP MaxSQ=71, REC=17 ; MOY=35 accepted 
1) 131 receive (0) a RREP MaxSQ=72002, REC=36001 ; MOY=72002 accepted 
12) 22 receive (71002) a RREP MaxSQ=547120, REC=36001 ; MOY=45593 accepted 
1) 13 receive (0) a RREP MaxSQ=72002, REC=36001 ; MOY=72002 accepted 
1) 117 receive (26) a RREP MaxSQ=34, REC=17 ; MOY=34 accepted 
12) 121 receive (0) a RREP MaxSQ=72249, REC=36001 ; MOY=6020 refused 
2) 131 receive (32) a RREP MaxSQ=72036, REC=17 ; MOY=36018 accepted 
13) 22 receive (22) a RREP MaxSQ=547154, REC=17 ; MOY=42088 accepted 
2) 117 receive (34) a RREP MaxSQ=69, REC=17 ; MOY=34 accepted 
2) 13 receive (31) a RREP MaxSQ=72036, REC=17 ; MOY=36018 accepted 
1) 121 receive (31) a RREP MaxSQ=34, REC=17 ; MOY=34 accepted 
3) 131 receive (34) a RREP MaxSQ=72071, REC=17 ; MOY=24023 accepted 
11) 62 receive (29) a RREP MaxSQ=214, REC=17 ; MOY=19 accepted 
14) 22 receive (34) a RREP MaxSQ=547189, REC=17 ; MOY=39084 accepted 
3) 13 receive (34) a RREP MaxSQ=72071, REC=17 ; MOY=24023 accepted 
1) 4 receive (33) a RREP MaxSQ=34, REC=17 ; MOY=34 accepted 
2) 121 receive (34) a RREP MaxSQ=69, REC=17 ; MOY=34 accepted 
1) 94 receive (0) a RREP MaxSQ=33, REC=16 ; MOY=33 accepted 
12) 62 receive (34) a RREP MaxSQ=249, REC=17 ; MOY=20 accepted 
2) 4 receive (34) a RREP MaxSQ=69, REC=17 ; MOY=34 accepted 
4) 107 receive (0) a RREP MaxSQ=94, REC=5 ; MOY=23 accepted 
8) 103 receive (22) a RREP MaxSQ=160, REC=5 ; MOY=20 accepted 
1) 1 receive (14) a RREP MaxSQ=15, REC=7 ; MOY=15 accepted 
3) 84 receive (0) a RREP MaxSQ=35, REC=4 ; MOY=11 accepted 
1) 154 receive (0) a RREP MaxSQ=8, REC=4 ; MOY=8 accepted 
2) 154 receive (0) a RREP MaxSQ=21, REC=6 ; MOY=10 accepted 
2) 1 receive (9) a RREP MaxSQ=23, REC=4 ; MOY=11 accepted 
1) 117 receive (35) a RREP MaxSQ=35, REC=17 ; MOY=35 accepted 
3) 2 receive (0) a RREP MaxSQ=143026, REC=37001 ; MOY=47675 accepted 
2) 17 receive (22) a RREP MaxSQ=71, REC=17 ; MOY=35 accepted 
1) 93 receive (0) a RREP MaxSQ=36, REC=18 ; MOY=36 accepted 
4) 2 receive (33) a RREP MaxSQ=143061, REC=17 ; MOY=35765 accepted 
5) 2 receive (35) a RREP MaxSQ=143096, REC=17 ; MOY=28619 accepted 
2) 117 receive (35) a RREP MaxSQ=70, REC=17 ; MOY=35 accepted 
1) 117 receive (35) a RREP MaxSQ=35, REC=17 ; MOY=35 accepted 
2) 117 receive (35) a RREP MaxSQ=70, REC=17 ; MOY=35 accepted 
1) 117 receive (35) a RREP MaxSQ=35, REC=17 ; MOY=35 accepted 
2) 117 receive (35) a RREP MaxSQ=70, REC=17 ; MOY=35 accepted 
1) 76 receive (24) a RREP MaxSQ=35, REC=17 ; MOY=35 accepted 
2) 76 receive (0) a RREP MaxSQ=75037, REC=37501 ; MOY=37518 accepted 
1) 23 receive (0) a RREP MaxSQ=75002, REC=37501 ; MOY=75002 accepted 
5) 9 receive (0) a RREP MaxSQ=186067, REC=37501 ; MOY=37213 refused 
3) 76 receive (15) a RREP MaxSQ=75075, REC=19 ; MOY=25025 accepted 
1) 117 receive (35) a RREP MaxSQ=35, REC=17 ; MOY=35 accepted 
2) 117 receive (35) a RREP MaxSQ=70, REC=17 ; MOY=35 accepted 
4) 76 receive (35) a RREP MaxSQ=75110, REC=17 ; MOY=18777 accepted 
7) 29 receive (0) a RREP MaxSQ=76102, REC=38001 ; MOY=10871 refused 
1) 29 receive (21) a RREP MaxSQ=35, REC=17 ; MOY=35 accepted 
1) 9 receive (33) a RREP MaxSQ=35, REC=17 ; MOY=35 accepted 
1) 67 receive (0) a RREP MaxSQ=35, REC=17 ; MOY=35 accepted 
9) 103 receive (33) a RREP MaxSQ=197, REC=18 ; MOY=21 accepted 
2) 108 receive (33) a RREP MaxSQ=69, REC=18 ; MOY=34 accepted 
1) 30 receive (0) a RREP MaxSQ=35, REC=17 ; MOY=35 accepted 
1) 25 receive (22) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
3) 117 receive (35) a RREP MaxSQ=105, REC=17 ; MOY=35 accepted 
2) 25 receive (0) a RREP MaxSQ=73039, REC=36501 ; MOY=36519 accepted 
3) 66 receive (24) a RREP MaxSQ=47068, REC=18 ; MOY=15689 accepted 
2) 29 receive (35) a RREP MaxSQ=72, REC=18 ; MOY=36 accepted 
2) 9 receive (35) a RREP MaxSQ=72, REC=18 ; MOY=36 accepted 
2) 67 receive (35) a RREP MaxSQ=72, REC=18 ; MOY=36 accepted 
2) 30 receive (35) a RREP MaxSQ=72, REC=18 ; MOY=36 accepted 
4) 117 receive (35) a RREP MaxSQ=142, REC=18 ; MOY=35 accepted 
14) 40 receive (24) a RREP MaxSQ=329, REC=18 ; MOY=23 accepted 
2) 122 receive (34) a RREP MaxSQ=69, REC=18 ; MOY=34 accepted 
15) 40 receive (35) a RREP MaxSQ=366, REC=18 ; MOY=24 accepted 
8) 87 receive (17) a RREP MaxSQ=134, REC=18 ; MOY=16 refused 
4) 70 receive (22) a RREP MaxSQ=82, REC=18 ; MOY=20 accepted 
5) 55 receive (17) a RREP MaxSQ=94, REC=18 ; MOY=18 accepted 
6) 55 receive (37) a RREP MaxSQ=126, REC=16 ; MOY=21 accepted 
8) 26 receive (22) a RREP MaxSQ=146, REC=18 ; MOY=18 accepted 
1) 28 receive (0) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
5) 76 receive (35) a RREP MaxSQ=75147, REC=18 ; MOY=15029 accepted 
2) 28 receive (0) a RREP MaxSQ=56, REC=9 ; MOY=28 accepted 
13) 39 receive (33) a RREP MaxSQ=272, REC=18 ; MOY=20 accepted 
7) 55 receive (37) a RREP MaxSQ=142, REC=8 ; MOY=20 accepted 
3) 17 receive (35) a RREP MaxSQ=108, REC=18 ; MOY=36 accepted 
1) 4 receive (36) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
2) 47 receive (30) a RREP MaxSQ=66, REC=18 ; MOY=33 accepted 
13) 62 receive (36) a RREP MaxSQ=286, REC=18 ; MOY=22 accepted 
2) 4 receive (37) a RREP MaxSQ=74, REC=18 ; MOY=37 accepted 
3) 3 receive (0) a RREP MaxSQ=108, REC=18 ; MOY=36 accepted 
9) 26 receive (37) a RREP MaxSQ=183, REC=18 ; MOY=20 accepted 
1) 9 receive (37) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
2) 9 receive (37) a RREP MaxSQ=74, REC=18 ; MOY=37 accepted 
3) 121 receive (36) a RREP MaxSQ=106, REC=18 ; MOY=35 accepted 
3) 101 receive (16) a RREP MaxSQ=65, REC=18 ; MOY=21 accepted 
3) 38 receive (20) a RREP MaxSQ=76, REC=18 ; MOY=25 accepted 
8) 55 receive (37) a RREP MaxSQ=179, REC=18 ; MOY=22 accepted 
3) 119 receive (23) a RREP MaxSQ=47068, REC=18 ; MOY=15689 accepted 
14) 39 receive (37) a RREP MaxSQ=309, REC=18 ; MOY=22 accepted 
3) 9 receive (37) a RREP MaxSQ=111, REC=18 ; MOY=37 accepted 
3) 4 receive (37) a RREP MaxSQ=111, REC=18 ; MOY=37 accepted 
4) 9 receive (37) a RREP MaxSQ=148, REC=18 ; MOY=37 accepted 
11) 138 receive (30) a RREP MaxSQ=182, REC=18 ; MOY=16 refused 
5) 9 receive (37) a RREP MaxSQ=185, REC=18 ; MOY=37 accepted 
4) 119 receive (37) a RREP MaxSQ=47105, REC=18 ; MOY=11776 accepted 
4) 95 receive (24) a RREP MaxSQ=99, REC=18 ; MOY=24 accepted 
1) 138 receive (30) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
7) 90 receive (17) a RREP MaxSQ=142, REC=18 ; MOY=20 accepted 
8) 132 receive (33) a RREP MaxSQ=149, REC=18 ; MOY=18 accepted 
1) 71 receive (31) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
3) 36 receive (22) a RREP MaxSQ=111041, REC=18 ; MOY=37013 accepted 
9) 132 receive (37) a RREP MaxSQ=186, REC=18 ; MOY=20 accepted 
4) 36 receive (37) a RREP MaxSQ=111078, REC=18 ; MOY=27769 accepted 
5) 36 receive (37) a RREP MaxSQ=111115, REC=18 ; MOY=22223 accepted 
3) 69 receive (23) a RREP MaxSQ=103, REC=18 ; MOY=34 accepted 
1) 9 receive (37) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
17) 149 receive (19) a RREP MaxSQ=18375, REC=18 ; MOY=1080 accepted 
2) 138 receive (37) a RREP MaxSQ=74, REC=18 ; MOY=37 accepted 
4) 118 receive (19) a RREP MaxSQ=95, REC=18 ; MOY=23 accepted 
5) 119 receive (37) a RREP MaxSQ=47142, REC=18 ; MOY=9428 accepted 
4) 121 receive (37) a RREP MaxSQ=143, REC=18 ; MOY=35 accepted 
18) 149 receive (37) a RREP MaxSQ=18412, REC=18 ; MOY=1022 accepted 
8) 90 receive (37) a RREP MaxSQ=179, REC=18 ; MOY=22 accepted 
19) 149 receive (37) a RREP MaxSQ=18449, REC=18 ; MOY=971 accepted 
2) 71 receive (37) a RREP MaxSQ=74, REC=18 ; MOY=37 accepted 
9) 55 receive (37) a RREP MaxSQ=195, REC=8 ; MOY=21 accepted 
1) 9 receive (37) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
2) 9 receive (37) a RREP MaxSQ=74, REC=18 ; MOY=37 accepted 
3) 9 receive (37) a RREP MaxSQ=111, REC=18 ; MOY=37 accepted 
4) 9 receive (37) a RREP MaxSQ=148, REC=18 ; MOY=37 accepted 
5) 9 receive (37) a RREP MaxSQ=185, REC=18 ; MOY=37 accepted 
6) 9 receive (37) a RREP MaxSQ=222, REC=18 ; MOY=37 accepted 
17) 18 receive (24) a RREP MaxSQ=422, REC=18 ; MOY=24 accepted 
2) 23 receive (0) a RREP MaxSQ=75039, REC=18 ; MOY=37519 accepted 
7) 9 receive (37) a RREP MaxSQ=259, REC=18 ; MOY=37 accepted 
4) 131 receive (35) a RREP MaxSQ=72108, REC=18 ; MOY=18027 accepted 
11) 152 receive (21) a RREP MaxSQ=51205, REC=18 ; MOY=4655 accepted 
12) 14 receive (17) a RREP MaxSQ=284, REC=18 ; MOY=23 accepted 
5) 131 receive (37) a RREP MaxSQ=72145, REC=18 ; MOY=14429 accepted 
13) 14 receive (37) a RREP MaxSQ=321, REC=18 ; MOY=24 accepted 
15) 22 receive (35) a RREP MaxSQ=547226, REC=18 ; MOY=36481 accepted 
4) 84 receive (0) a RREP MaxSQ=72, REC=18 ; MOY=18 accepted 
6) 131 receive (72003) a RREP MaxSQ=149147, REC=38501 ; MOY=24857 refused 
3) 135 receive (17) a RREP MaxSQ=88, REC=18 ; MOY=29 accepted 
1) 131 receive (37) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
9) 82 receive (19) a RREP MaxSQ=199, REC=18 ; MOY=22 accepted 
10) 82 receive (37) a RREP MaxSQ=236, REC=18 ; MOY=23 accepted 
3) 23 receive (37) a RREP MaxSQ=75076, REC=18 ; MOY=25025 accepted 
14) 14 receive (37) a RREP MaxSQ=358, REC=18 ; MOY=25 accepted 
1) 57 receive (0) a RREP MaxSQ=39, REC=19 ; MOY=39 accepted 
1) 60 receive (0) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
8) 9 receive (37) a RREP MaxSQ=296, REC=18 ; MOY=37 accepted 
2) 97 receive (35) a RREP MaxSQ=71, REC=18 ; MOY=35 accepted 
12) 152 receive (37) a RREP MaxSQ=51242, REC=18 ; MOY=4270 accepted 
4) 23 receive (37) a RREP MaxSQ=75113, REC=18 ; MOY=18778 accepted 
2) 131 receive (37) a RREP MaxSQ=74, REC=18 ; MOY=37 accepted 
11) 82 receive (37) a RREP MaxSQ=273, REC=18 ; MOY=24 accepted 
1) 48 receive (0) a RREP MaxSQ=39, REC=19 ; MOY=39 accepted 
18) 18 receive (37) a RREP MaxSQ=459, REC=18 ; MOY=25 accepted 
3) 131 receive (37) a RREP MaxSQ=113, REC=19 ; MOY=37 accepted 
19) 18 receive (37) a RREP MaxSQ=496, REC=18 ; MOY=26 accepted 
5) 84 receive (37) a RREP MaxSQ=109, REC=18 ; MOY=21 accepted 
4) 135 receive (37) a RREP MaxSQ=125, REC=18 ; MOY=31 accepted 
3) 19 receive (31) a RREP MaxSQ=96, REC=18 ; MOY=32 accepted 
16) 74 receive (30) a RREP MaxSQ=316, REC=18 ; MOY=19 accepted 
17) 74 receive (37) a RREP MaxSQ=353, REC=18 ; MOY=20 accepted 
5) 50 receive (17) a RREP MaxSQ=94, REC=18 ; MOY=18 accepted 
5) 23 receive (37) a RREP MaxSQ=75152, REC=19 ; MOY=15030 accepted 
9) 9 receive (37) a RREP MaxSQ=335, REC=19 ; MOY=37 accepted 
6) 50 receive (37) a RREP MaxSQ=131, REC=18 ; MOY=21 accepted 
6) 84 receive (37) a RREP MaxSQ=146, REC=18 ; MOY=24 accepted 
7) 84 receive (37) a RREP MaxSQ=183, REC=18 ; MOY=26 accepted 
1) 28 receive (37) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
2) 28 receive (37) a RREP MaxSQ=74, REC=18 ; MOY=37 accepted 
3) 28 receive (37) a RREP MaxSQ=111, REC=18 ; MOY=37 accepted 
4) 13 receive (35) a RREP MaxSQ=72108, REC=18 ; MOY=18027 accepted 
2) 93 receive (36) a RREP MaxSQ=73, REC=18 ; MOY=36 accepted 
4) 28 receive (37) a RREP MaxSQ=150, REC=19 ; MOY=37 accepted 
5) 58 receive (22) a RREP MaxSQ=178, REC=18 ; MOY=35 accepted 
6) 58 receive (37) a RREP MaxSQ=215, REC=18 ; MOY=35 accepted 
5) 28 receive (39) a RREP MaxSQ=187, REC=18 ; MOY=37 accepted 
3) 93 receive (37) a RREP MaxSQ=110, REC=18 ; MOY=36 accepted 
1) 86 receive (0) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
5) 13 receive (72003) a RREP MaxSQ=150110, REC=39001 ; MOY=30022 refused 
2) 86 receive (37) a RREP MaxSQ=74, REC=18 ; MOY=37 accepted 
1) 87 receive (17) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
1) 13 receive (37) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
12) 125 receive (19) a RREP MaxSQ=80264, REC=18 ; MOY=6688 accepted 
2) 13 receive (37) a RREP MaxSQ=74, REC=18 ; MOY=37 accepted 
1) 98 receive (0) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
13) 42 receive (20) a RREP MaxSQ=22304, REC=18 ; MOY=1715 accepted 
6) 28 receive (39) a RREP MaxSQ=224, REC=18 ; MOY=37 accepted 
7) 28 receive (39) a RREP MaxSQ=261, REC=18 ; MOY=37 accepted 
8) 34 receive (17) a RREP MaxSQ=114, REC=18 ; MOY=14 refused 
8) 28 receive (39) a RREP MaxSQ=298, REC=18 ; MOY=37 accepted 
13) 125 receive (37) a RREP MaxSQ=80301, REC=18 ; MOY=6177 accepted 
7) 58 receive (37) a RREP MaxSQ=252, REC=18 ; MOY=36 accepted 
3) 146 receive (14) a RREP MaxSQ=72, REC=18 ; MOY=24 accepted 
3) 86 receive (37) a RREP MaxSQ=107, REC=16 ; MOY=35 accepted 
14) 42 receive (37) a RREP MaxSQ=22341, REC=18 ; MOY=1595 accepted 
9) 28 receive (39) a RREP MaxSQ=335, REC=18 ; MOY=37 accepted 
3) 13 receive (37) a RREP MaxSQ=111, REC=18 ; MOY=37 accepted 
15) 42 receive (37) a RREP MaxSQ=22378, REC=18 ; MOY=1491 accepted 
10) 28 receive (39) a RREP MaxSQ=372, REC=18 ; MOY=37 accepted 
16) 42 receive (37) a RREP MaxSQ=22415, REC=18 ; MOY=1400 accepted 
5) 73 receive (20) a RREP MaxSQ=116, REC=18 ; MOY=23 accepted 
4) 13 receive (37) a RREP MaxSQ=148, REC=18 ; MOY=37 accepted 
14) 125 receive (37) a RREP MaxSQ=80338, REC=18 ; MOY=5738 accepted 
8) 58 receive (37) a RREP MaxSQ=289, REC=18 ; MOY=36 accepted 
11) 28 receive (39) a RREP MaxSQ=409, REC=18 ; MOY=37 accepted 
6) 73 receive (37) a RREP MaxSQ=153, REC=18 ; MOY=25 accepted 
9) 58 receive (37) a RREP MaxSQ=326, REC=18 ; MOY=36 accepted 
7) 73 receive (37) a RREP MaxSQ=190, REC=18 ; MOY=27 accepted 
12) 102 receive (24) a RREP MaxSQ=16202, REC=19 ; MOY=1350 accepted 
10) 58 receive (37) a RREP MaxSQ=363, REC=18 ; MOY=36 accepted 
11) 58 receive (37) a RREP MaxSQ=400, REC=18 ; MOY=36 accepted 
17) 42 receive (37) a RREP MaxSQ=22452, REC=18 ; MOY=1320 accepted 
8) 73 receive (37) a RREP MaxSQ=229, REC=19 ; MOY=28 accepted 
12) 58 receive (37) a RREP MaxSQ=437, REC=18 ; MOY=36 accepted 
15) 125 receive (37) a RREP MaxSQ=80377, REC=19 ; MOY=5358 accepted 
18) 42 receive (37) a RREP MaxSQ=22489, REC=18 ; MOY=1249 accepted 
12) 28 receive (39) a RREP MaxSQ=446, REC=18 ; MOY=37 accepted 
13) 58 receive (37) a RREP MaxSQ=474, REC=18 ; MOY=36 accepted 
14) 58 receive (37) a RREP MaxSQ=511, REC=18 ; MOY=36 accepted 
19) 42 receive (37) a RREP MaxSQ=22528, REC=19 ; MOY=1185 accepted 
15) 58 receive (37) a RREP MaxSQ=550, REC=19 ; MOY=36 accepted 
5) 13 receive (37) a RREP MaxSQ=187, REC=19 ; MOY=37 accepted 
13) 28 receive (39) a RREP MaxSQ=485, REC=19 ; MOY=37 accepted 
16) 58 receive (39) a RREP MaxSQ=587, REC=18 ; MOY=36 accepted 
17) 58 receive (39) a RREP MaxSQ=624, REC=18 ; MOY=36 accepted 
3) 29 receive (37) a RREP MaxSQ=111, REC=19 ; MOY=37 accepted 
6) 119 receive (37) a RREP MaxSQ=47181, REC=19 ; MOY=7863 accepted 
4) 66 receive (37) a RREP MaxSQ=47107, REC=19 ; MOY=11776 accepted 
1) 48 receive (39) a RREP MaxSQ=39, REC=19 ; MOY=39 accepted 
7) 119 receive (39) a RREP MaxSQ=47220, REC=19 ; MOY=6745 accepted 
4) 17 receive (37) a RREP MaxSQ=147, REC=19 ; MOY=36 accepted 
2) 48 receive (39) a RREP MaxSQ=78, REC=19 ; MOY=39 accepted 
3) 48 receive (39) a RREP MaxSQ=117, REC=19 ; MOY=39 accepted 
5) 17 receive (39) a RREP MaxSQ=186, REC=19 ; MOY=37 accepted 
8) 119 receive (39) a RREP MaxSQ=47259, REC=19 ; MOY=5907 accepted 
9) 73 receive (39) a RREP MaxSQ=268, REC=19 ; MOY=29 accepted 
4) 29 receive (39) a RREP MaxSQ=150, REC=19 ; MOY=37 accepted 
3) 25 receive (0) a RREP MaxSQ=153041, REC=40001 ; MOY=51013 accepted 
3) 47 receive (0) a RREP MaxSQ=80068, REC=40001 ; MOY=26689 refused 
4) 25 receive (80002) a RREP MaxSQ=234043, REC=40501 ; MOY=58510 accepted 
2) 87 receive (0) a RREP MaxSQ=81039, REC=40501 ; MOY=40519 accepted 
10) 103 receive (37) a RREP MaxSQ=240, REC=21 ; MOY=24 accepted 
3) 87 receive (37) a RREP MaxSQ=81076, REC=18 ; MOY=27025 accepted 
4) 87 receive (23) a RREP MaxSQ=81099, REC=11 ; MOY=20274 accepted 
18) 58 receive (39) a RREP MaxSQ=661, REC=18 ; MOY=36 accepted 
4) 19 receive (0) a RREP MaxSQ=81098, REC=40501 ; MOY=20274 refused 
1) 48 receive (39) a RREP MaxSQ=43, REC=21 ; MOY=43 accepted 
6) 13 receive (39) a RREP MaxSQ=230, REC=21 ; MOY=38 accepted 
3) 8 receive (17) a RREP MaxSQ=59081, REC=21 ; MOY=19693 accepted 
5) 87 receive (37) a RREP MaxSQ=81142, REC=21 ; MOY=16228 accepted 
1) 19 receive (37) a RREP MaxSQ=43, REC=21 ; MOY=43 accepted 
1) 4 receive (40) a RREP MaxSQ=43, REC=21 ; MOY=43 accepted 
5) 70 receive (9) a RREP MaxSQ=105, REC=11 ; MOY=21 accepted 
3) 122 receive (0) a RREP MaxSQ=82071, REC=41001 ; MOY=27357 refused 
1) 146 receive (22) a RREP MaxSQ=22, REC=11 ; MOY=22 accepted 
2) 146 receive (22) a RREP MaxSQ=45, REC=11 ; MOY=22 accepted 
3) 108 receive (0) a RREP MaxSQ=83071, REC=41501 ; MOY=27690 refused 
11) 103 receive (43) a RREP MaxSQ=285, REC=22 ; MOY=25 accepted 
5) 29 receive (40) a RREP MaxSQ=195, REC=22 ; MOY=39 accepted 
1) 108 receive (38) a RREP MaxSQ=45, REC=22 ; MOY=45 accepted 
3) 59 receive (30) a RREP MaxSQ=82, REC=22 ; MOY=27 accepted 
5) 16 receive (17) a RREP MaxSQ=110, REC=22 ; MOY=22 accepted 
2) 19 receive (44) a RREP MaxSQ=88, REC=22 ; MOY=44 accepted 
1) 4 receive (44) a RREP MaxSQ=45, REC=22 ; MOY=45 accepted 
6) 16 receive (45) a RREP MaxSQ=147, REC=18 ; MOY=24 accepted 
2) 57 receive (40) a RREP MaxSQ=85, REC=23 ; MOY=42 accepted 
1) 103 receive (45) a RREP MaxSQ=46, REC=23 ; MOY=46 accepted 
4) 59 receive (45) a RREP MaxSQ=119, REC=18 ; MOY=29 accepted 
10) 55 receive (40) a RREP MaxSQ=240, REC=22 ; MOY=24 accepted 
2) 103 receive (46) a RREP MaxSQ=91, REC=22 ; MOY=45 accepted 
3) 103 receive (0) a RREP MaxSQ=84093, REC=42001 ; MOY=28031 refused 
15) 39 receive (40) a RREP MaxSQ=354, REC=22 ; MOY=23 accepted 
14) 28 receive (40) a RREP MaxSQ=530, REC=22 ; MOY=37 accepted 
1) 122 receive (38) a RREP MaxSQ=45, REC=22 ; MOY=45 accepted 
1) 103 receive (46) a RREP MaxSQ=45, REC=22 ; MOY=45 accepted 
11) 55 receive (45) a RREP MaxSQ=285, REC=22 ; MOY=25 accepted 
16) 39 receive (45) a RREP MaxSQ=399, REC=22 ; MOY=24 accepted 
2) 103 receive (46) a RREP MaxSQ=90, REC=22 ; MOY=45 accepted 
15) 28 receive (45) a RREP MaxSQ=575, REC=22 ; MOY=38 accepted 
4) 86 receive (38) a RREP MaxSQ=154, REC=23 ; MOY=38 accepted 
16) 22 receive (38) a RREP MaxSQ=547272, REC=23 ; MOY=34204 accepted 
7) 13 receive (43) a RREP MaxSQ=276, REC=23 ; MOY=39 accepted 
3) 71 receive (40) a RREP MaxSQ=120, REC=23 ; MOY=40 accepted 
5) 121 receive (40) a RREP MaxSQ=189, REC=23 ; MOY=37 accepted 
1) 34 receive (17) a RREP MaxSQ=46, REC=23 ; MOY=46 accepted 
2) 34 receive (46) a RREP MaxSQ=83, REC=18 ; MOY=41 accepted 
8) 13 receive (72003) a RREP MaxSQ=85278, REC=42501 ; MOY=10659 refused 
1) 4 receive (46) a RREP MaxSQ=46, REC=23 ; MOY=46 accepted 
1) 2 receive (69003) a RREP MaxSQ=86002, REC=43001 ; MOY=86002 accepted 
1) 92 receive (0) a RREP MaxSQ=24, REC=12 ; MOY=24 accepted 
1) 99 receive (0) a RREP MaxSQ=24, REC=12 ; MOY=24 accepted 
1) 157 receive (0) a RREP MaxSQ=24, REC=12 ; MOY=24 accepted 
3) 57 receive (0) a RREP MaxSQ=109, REC=12 ; MOY=36 accepted 
2) 2 receive (23) a RREP MaxSQ=86026, REC=12 ; MOY=43013 accepted 
2) 108 receive (0) a RREP MaxSQ=87047, REC=43501 ; MOY=43523 accepted 
12) 55 receive (0) a RREP MaxSQ=87287, REC=43501 ; MOY=7273 refused 
6) 76 receive (75003) a RREP MaxSQ=163149, REC=44001 ; MOY=27191 refused 
4) 57 receive (46) a RREP MaxSQ=158, REC=24 ; MOY=39 accepted 
4) 131 receive (40) a RREP MaxSQ=162, REC=24 ; MOY=40 accepted 
1) 76 receive (38) a RREP MaxSQ=49, REC=24 ; MOY=49 accepted 
16) 28 receive (46) a RREP MaxSQ=624, REC=24 ; MOY=39 accepted 
17) 28 receive (49) a RREP MaxSQ=661, REC=18 ; MOY=38 accepted 
18) 28 receive (49) a RREP MaxSQ=698, REC=18 ; MOY=38 accepted 
6) 87 receive (44) a RREP MaxSQ=81191, REC=24 ; MOY=13531 accepted 
14) 62 receive (38) a RREP MaxSQ=335, REC=24 ; MOY=23 refused 
17) 39 receive (46) a RREP MaxSQ=448, REC=24 ; MOY=26 accepted 
3) 34 receive (47) a RREP MaxSQ=132, REC=24 ; MOY=44 accepted 
1) 4 receive (47) a RREP MaxSQ=49, REC=24 ; MOY=49 accepted 
3) 138 receive (40) a RREP MaxSQ=123, REC=24 ; MOY=41 accepted 
6) 29 receive (46) a RREP MaxSQ=244, REC=24 ; MOY=40 accepted 
18) 39 receive (49) a RREP MaxSQ=497, REC=24 ; MOY=27 accepted 
2) 48 receive (44) a RREP MaxSQ=92, REC=24 ; MOY=46 accepted 
5) 107 receive (34) a RREP MaxSQ=143, REC=24 ; MOY=28 accepted 
4) 138 receive (49) a RREP MaxSQ=172, REC=24 ; MOY=43 accepted 
2) 122 receive (46) a RREP MaxSQ=94, REC=24 ; MOY=47 accepted 
5) 138 receive (7) a RREP MaxSQ=195, REC=11 ; MOY=39 accepted 
5) 66 receive (0) a RREP MaxSQ=47130, REC=11 ; MOY=9426 accepted 
7) 29 receive (0) a RREP MaxSQ=267, REC=11 ; MOY=38 accepted 
3) 2 receive (24) a RREP MaxSQ=86049, REC=11 ; MOY=28683 accepted 
1) 71 receive (37) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
20) 42 receive (40) a RREP MaxSQ=22565, REC=18 ; MOY=1128 accepted 
21) 42 receive (40) a RREP MaxSQ=22602, REC=18 ; MOY=1076 accepted 
2) 60 receive (0) a RREP MaxSQ=74, REC=18 ; MOY=37 accepted 
1) 57 receive (49) a RREP MaxSQ=49, REC=24 ; MOY=49 accepted 
10) 132 receive (7) a RREP MaxSQ=203, REC=8 ; MOY=20 accepted 
1) 1 receive (16) a RREP MaxSQ=17, REC=8 ; MOY=17 accepted 
2) 57 receive (49) a RREP MaxSQ=98, REC=24 ; MOY=49 accepted 
8) 84 receive (38) a RREP MaxSQ=232, REC=24 ; MOY=29 accepted 
3) 57 receive (49) a RREP MaxSQ=147, REC=24 ; MOY=49 accepted 
6) 23 receive (40) a RREP MaxSQ=75201, REC=24 ; MOY=12533 accepted 
2) 126 receive (34) a RREP MaxSQ=84, REC=25 ; MOY=42 accepted 
4) 57 receive (49) a RREP MaxSQ=196, REC=24 ; MOY=49 accepted 
5) 57 receive (0) a RREP MaxSQ=90198, REC=45001 ; MOY=18039 refused 
1) 57 receive (49) a RREP MaxSQ=51, REC=25 ; MOY=51 accepted 
6) 107 receive (49) a RREP MaxSQ=194, REC=25 ; MOY=32 accepted 
